	origin	familyOrigin	homologueTaxon	symbol	aliases	diseases	diseaseCategories	name	ncbiId	commentCause	uniprot	functionalClusters	expressionChange	ensembl	methylationCorrelation
94		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Tetrapoda	TNF	['DIF', 'TNF-alpha', 'TNFA', 'TNFSF2', 'TNLG1F']	{'136': {'icdCode': 'B50.0', 'icdName': 'Plasmodium falciparum malaria with cerebral complications', 'name': 'Malaria, susceptibility to'}, '137': {'icdCode': 'G43', 'icdName': 'Migraine', 'name': 'Migraine with or without aura, susceptibility to, 1'}, '138': {'icdCode': 'J45', 'icdName': 'Asthma', 'name': 'Asthma, susceptibility to'}}	{'410': {'icdCode': 'J40-J47', 'icdCategoryName': 'Chronic lower respiratory diseases'}, '784': {'icdCode': 'G40-G47', 'icdCategoryName': 'Episodic and paroxysmal disorders'}, '790': {'icdCode': 'B50-B64', 'icdCategoryName': 'Protozoal diseases'}, '848': {'icdCode': 'J40-J47', 'icdCategoryName': 'Chronic lower respiratory diseases'}}	tumor necrosis factor	7124	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	TNFA_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 21, 'name': 'insulin sensitivity'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 29, 'name': 'endocrine system'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 37, 'name': 'proteolysis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 58, 'name': 'cognitive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	2	ENSG00000232810	
95		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	HTT	['HD', 'IT15', 'LOMARS']	{'147': {'icdCode': 'G10', 'icdName': 'Huntington disease', 'name': 'Huntington disease'}}	{'660': {'icdCode': 'G10-G14', 'icdCategoryName': 'Systemic atrophies primarily affecting the central nervous system'}}	huntingtin	3064	{'6': 'Gene activity modulation increases mammalian lifespan', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	HD_HUMAN	[{'id': 14, 'name': 'transport'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	0	ENSG00000197386	
96		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	BAX	['BCL2L4']	{'17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}, '90': {'icdCode': 'C91.0', 'icdName': 'Acute lymphoblastic leukaemia [ALL]', 'name': 'Leukemia, acute lymphoblastic'}}	{'758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}}	BCL2-associated X protein	581	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals'}	BAX_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 31, 'name': 'nervous system'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000087088	
97		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	CTGF	['CTGF', 'HCS24', 'IGFBP8', 'NOV2']	[]	[]	connective tissue growth factor	1490	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	CTGF_HUMAN	[{'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 5, 'name': 'cell cycle'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000118523	
98		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	CLOCK	['KAT13D', 'bHLHe8']	[]	[]	clock circadian regulator	9575	{'10': 'Gene regulates aging-related genes', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	CLOCK_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 34, 'name': 'skin health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 57, 'name': 'eyesight'}]	0	ENSG00000134852	positive
99		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Bilateria	ADCY5	['AC5', 'FDFM']	{'274': {'icdCode': 'G51.4', 'icdName': 'Facial myokymia', 'name': 'Dyskinesia, familial, with facial myokymia'}}	{'805': {'icdCode': 'G50-G59', 'icdCategoryName': 'Nerve, nerve root and plexus disorders'}}	adenylate cyclase 5	111	{'6': 'Gene activity modulation increases mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment'}	ADCY5_HUMAN	[{'id': 27, 'name': 'signaling'}, {'id': 8, 'name': 'glucose metabolism'}]	0	ENSG00000173175	
100		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	EFEMP1	['DHRD', 'DRAD', 'FBLN3', 'FBNL', 'FIBL-3', 'MLVT', 'MTLV', 'S1-5']	{'277': {'icdCode': 'H35.5', 'icdName': 'Hereditary retinal dystrophy', 'name': 'Doyne honeycomb retinal dystrophy'}}	{'806': {'icdCode': 'H30-H36', 'icdCategoryName': 'Disorders of choroid and retina'}}	EGF containing fibulin-like extracellular matrix protein 1	2202	{'4': 'Association of the gene with accelerated aging in humans', '8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	FBLN3_HUMAN	[{'id': 27, 'name': 'signaling'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 57, 'name': 'eyesight'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000115380	
101		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Bilateria	KCNA3	['HGK5', 'HLK3', 'HPCN3', 'HUKIII', 'KV1.3', 'MK3', 'PCN3']	[]	[]	potassium channel, voltage gated shaker related subfamily A, member 3	3738	{'6': 'Gene activity modulation increases mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment'}	KCNA3_HUMAN	[{'id': 14, 'name': 'transport'}]	0	ENSG00000177272	
102		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Tetrapoda	TP53BP1	['53BP1', 'TDRD30', 'p202', 'p53BP1']	[]	[]	tumor protein p53 binding protein 1	7158	{'9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence'}	F8VY86_HUMAN	[{'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}]	3	ENSG00000067369	
103		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	IGFBP2	['IBP2', 'IGF-BP53']	[]	[]	insulin-like growth factor binding protein 2, 36kDa	3485	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans'}	C9JMY1_HUMAN	[{'id': 13, 'name': 'proteostasis'}, {'id': 27, 'name': 'signaling'}, {'id': 29, 'name': 'endocrine system'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 8, 'name': 'glucose metabolism'}]	2	ENSG00000115457	
104		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Boreoeutheria	FGF21	[]	[]	[]	fibroblast growth factor 21	26291	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	FGF21_HUMAN	[{'id': 21, 'name': 'insulin sensitivity'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 27, 'name': 'signaling'}, {'id': 29, 'name': 'endocrine system'}, {'id': 56, 'name': 'apoptosis'}, {'id': 58, 'name': 'cognitive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	1	ENSG00000105550	
105		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	Euteleostomi	IKBKB	['IKK-beta', 'IKK2', 'IKKB', 'IMD15', 'IMD15A', 'IMD15B', 'NFKBIKB']	{'294': {'icdCode': 'D81.2', 'icdName': 'Severe combined immunodeficiency [SCID] with low or normal B-cell numbers', 'name': 'Immunodeficiency 15'}}	{'776': {'icdCode': 'D80-D89', 'icdCategoryName': 'Certain disorders involving the immune mechanism'}}	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	3551	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes'}	IKKB_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}]	2	ENSG00000104365	
106		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		ACE2	['ACEH']	[]	[]	angiotensin I converting enzyme 2	59272	{'8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}		[{'id': 10, 'name': 'immune function'}, {'id': 14, 'name': 'transport'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 29, 'name': 'endocrine system'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 37, 'name': 'proteolysis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 63, 'name': 'renin-angiotensin-aldosterone system'}]	1	ENSG00000130234	
107		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		OPN3	['ECPN', 'PPP1R116']	[]	[]	opsin 3	23596	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence'}		[{'id': 11, 'name': 'mitochondrial function'}, {'id': 34, 'name': 'skin health'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000054277	
108	{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}	{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		EGFL6	['MAEG', 'W80']	[]	[]	EGF like domain multiple 6	25975	{'9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence'}		[{'id': 17, 'name': 'intercellular matrix'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000198759	
109		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MTR	['HMAG', 'MS', 'cblG']	{'210': {'icdCode': 'C26.9', 'icdName': 'Malignant neoplasm: Ill-defined sites within the digestive system', 'name': 'Gastrointestinal stromal tumor'}, '382': {'icdCode': 'Q05.0', 'icdName': 'Cervical spina bifida with hydrocephalus', 'name': 'Neural tube defects, folate-sensitive'}, '385': {'icdCode': 'E72.1', 'icdName': 'Disorders of sulfur-bearing amino-acid metabolism', 'name': 'Homocystinuria-megaloblastic anemia, cblg complementation type'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '792': {'icdCode': 'Q00-Q07', 'icdCategoryName': 'Congenital malformations of the nervous system'}}	5-methyltetrahydrofolate-homocysteine methyltransferase	4548	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence'}		[{'id': 31, 'name': 'nervous system'}, {'id': 62, 'name': 'amino acid metabolism'}]	2	ENSG00000116984	
110		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP1	['CLG', 'CLGN']	{'410': {'icdCode': 'J40-J47', 'icdName': 'Chronic lower respiratory diseases', 'name': 'Pulmonary disease, chronic obstructive'}, '411': {'icdCode': 'O42', 'icdName': 'Premature rupture of membranes', 'name': 'Preterm premature rupture of the membranes'}, '412': {'icdCode': 'Q81.2', 'icdName': 'Epidermolysis bullosa dystrophica', 'name': 'Epidermolysis bullosa dystrophica, autosomal recessive'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '410': {'icdCode': 'J40-J47', 'icdCategoryName': 'Chronic lower respiratory diseases'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '848': {'icdCode': 'J40-J47', 'icdCategoryName': 'Chronic lower respiratory diseases'}, '855': {'icdCode': 'O30-O48', 'icdCategoryName': 'Maternal care related to the fetus and amniotic cavity and possible delivery problems'}}	matrix metallopeptidase 1	4312	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '9': 'Age-related changes in gene expression/protein activity in humans'}		[{'id': 10, 'name': 'immune function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 37, 'name': 'proteolysis'}]	2	ENSG00000196611	
111		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP3	['CHDS6', 'MMP-3', 'SL-1', 'STMY', 'STMY1', 'STR1']	{'413': {'icdCode': 'I20-I25', 'icdName': 'Ischaemic heart diseases', 'name': 'Coronary heart disease, susceptibility to, 6'}}	{'239': {'icdCode': 'I20-I25', 'icdCategoryName': 'Ischaemic heart diseases'}, '413': {'icdCode': 'I20-I25', 'icdCategoryName': 'Ischaemic heart diseases'}}	matrix metallopeptidase 3	4314	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence', '18': 'Change in gene expression in senescent cell culture'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 31, 'name': 'nervous system'}, {'id': 37, 'name': 'proteolysis'}, {'id': 4, 'name': 'stress response'}]	3	ENSG00000149968	
112		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP9	['CLG4B', 'GELB', 'MANDP2', 'MMP-9']	{'433': {'icdCode': 'Q78.5', 'icdName': 'Metaphyseal dysplasia', 'name': 'Metaphyseal anadysplasia 2'}}	{'775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}}	matrix metallopeptidase 9	4318	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 35, 'name': 'bone health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 4, 'name': 'stress response'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000100985	
113		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP2	['CLG4', 'CLG4A', 'MMP-2', 'MMP-II', 'MONA', 'TBE-1']	{'432': {'icdCode': 'M89.5', 'icdName': 'Osteolysis', 'name': 'Multicentric osteolysis, nodulosis, and arthropathy'}}	{'839': {'icdCode': 'M80-M94', 'icdCategoryName': 'Osteopathies and chondropathies'}}	matrix metallopeptidase 2	4313	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 35, 'name': 'bone health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000087245	
114		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP7	['MMP-7', 'MPSL1', 'PUMP-1']	[]	[]	matrix metallopeptidase 7	4316	{'8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '14': 'Other evidence'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 37, 'name': 'proteolysis'}, {'id': 59, 'name': 'reproductive function'}]	2	ENSG00000137673	
115		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP12	['HME', 'ME', 'MME', 'MMP-12']	[]	[]	matrix metallopeptidase 12	4321	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence', '18': 'Change in gene expression in senescent cell culture'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 34, 'name': 'skin health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	3	ENSG00000262406	
116		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP13	['CLG3', 'MANDP1', 'MDST', 'MMP-13']	{'429': {'icdCode': 'Q78.5', 'icdName': 'Metaphyseal dysplasia', 'name': 'Metaphyseal dysplasia, spahr type'}, '430': {'icdCode': 'Q78.5', 'icdName': 'Metaphyseal dysplasia', 'name': 'Spondyloepimetaphyseal dysplasia, missouri type'}}	{'775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}}	matrix metallopeptidase 13	4322	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 35, 'name': 'bone health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 6, 'name': 'embryonic development'}]	3	ENSG00000137745	
117		{'id': 3, 'phylum': 'Eumetazoa', 'age': '800', 'order': 5}		MMP14	['MMP-14', 'MMP-X1', 'MT-MMP', 'MT-MMP+1', 'MT1-MMP', 'MT1MMP', 'MTMMP1', 'WNCHRS']	{'431': {'icdCode': 'M89.5', 'icdName': 'Osteolysis', 'name': 'Winchester syndrome'}}	{'839': {'icdCode': 'M80-M94', 'icdCategoryName': 'Osteopathies and chondropathies'}}	matrix metallopeptidase 14	4323	{'8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '14': 'Other evidence', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 10, 'name': 'immune function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 33, 'name': 'hemopoiesis'}, {'id': 35, 'name': 'bone health'}, {'id': 36, 'name': 'muscle health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 4, 'name': 'stress response'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000157227	
